"Opportunity Owner";"Opportunity Name";"Account Name";"City";"Stage";"Fiscal Period";"Amount Currency";"Amount";"Probability (%)";"Age";"Created Date";"Close Date";"Stage Duration";"Opportunity ID";"Agreed spots";"Country";"Dedicated Spots";"Lead Source";"Amount (converted) Currency";"Amount (converted)";"Fixed Fee Amount (Monthly) Currency";"Fixed Fee Amount (Monthly)";"Fixed Fee / Revenue Share";"GarageID";"Launch Date";"Total ParkBee Spots";"Location"
"Alex Murden";"Intuition ppims";"Intuition ppims";"";"Proposal";"Q2-2017";"GBP";"";"50";"480,0000000000";"31-3-2017";"31-5-2017";"480,0000000000";"0065800000FJrgE";"";"UK";"";"Spotting / Bike Tours";"EUR";"";"GBP";"";"";"";"";"";"1 Craven Rd, London W5 2UA"
"Adrian Thomas";"Airivo Ltd - Boundary House (London, W7)";"Airivo Ltd";"";"Proposal";"Q2-2017";"GBP";"10150,00";"50";"480,0000000000";"31-3-2017";"31-5-2017";"480,0000000000";"0065800000FJleg";"";"UK";"";"Cold Call";"EUR";"11941,18";"GBP";"";"";"";"";"";"Boston Road, Hanwell, London, W7 2QE"
"Mitch Nijburg";"Delftlandlaan";"AllFixed";"Amsterdam";"Proposal";"Q4-2018";"EUR";"14000,00";"50";"480,0000000000";"31-3-2017";"31-10-2018";"480,0000000000";"0065800000FJkuM";"";"NL";"";"Existing Client Referral";"EUR";"14000,00";"EUR";"";"Revenue Share";"";"";"0";"Delflandlaan 4"
"Adrian Thomas";"Airivo Ltd - Boston House (Boston Manor, TW8)";"Airivo Ltd";"";"Proposal";"Q2-2017";"GBP";"10000,00";"50";"480,0000000000";"31-3-2017";"31-5-2017";"480,0000000000";"0065800000FJlrB";"";"UK";"";"Cold Call";"EUR";"11764,71";"GBP";"";"";"";"";"";"69-75 Boston Manor Road, Brentford, TW8 9JJ"
"Nick Scott-Jones";"Telereal -  Nottingham";"Telereal Trillium";"";"Proposal";"Q2-2017";"GBP";"40000,00";"60";"468,0000000000";"12-4-2017";"19-5-2017";"468,0000000000";"0065800000FmzDu";"";"UK";"";"Increasing Portfolio";"EUR";"47058,82";"GBP";"";"";"";"";"";"Cowan Street"
"Sarah Rijken";"Stadhouderskade";"Breevast";"Amsterdam";"Proposal";"Q4-2018";"EUR";"96000,00";"50";"466,0000000000";"14-4-2017";"30-11-2018";"466,0000000000";"0065800000FoWEK";"";"NL";"";"Cold Call";"EUR";"96000,00";"EUR";"";"Revenue Share";"";"";"0";"Stadhouderskade 1"
"Adrian Thomas";"AD HOC - Georgina Street (Camden, NW1)";"AdHoc Property Management";"";"Proposal";"Q2-2017";"GBP";"24000,00";"50";"467,0000000000";"13-4-2017";"30-6-2017";"459,0000000000";"0065800000FoDU5";"";"UK";"";"Cold Call";"EUR";"28235,29";"GBP";"";"";"";"";"";"54 Georgina Street"
"Mitch Nijburg";"Coolsingel - Robeco";"KanAm";"N/A";"Proposal";"Q3-2017";"EUR";"246000,00";"50";"467,0000000000";"13-4-2017";"30-7-2017";"467,0000000000";"0065800000FoJ95";"";"NL";"";"Networking / Event";"EUR";"246000,00";"EUR";"";"Revenue Share";"";"";"0";"Coolsingel 120"
"Mitch Nijburg";"WestBlaak 155";"Stena Realty";"Rotterdam";"Proposal";"Q4-2018";"EUR";"10593,00";"50";"468,0000000000";"12-4-2017";"31-10-2018";"468,0000000000";"0065800000Fmud1";"";"NL";"";"Existing Client Referral";"EUR";"10593,00";"EUR";"";"Revenue Share";"";"";"10";"WestBlaak 155"
"Adrian Thomas";"Our Lady of Lourdes (Lee, SE12)";"*Our Lady of Lourdes (Church)*";"";"Proposal";"Q2-2017";"GBP";"15000,00";"50";"460,0000000000";"20-4-2017";"30-4-2017";"459,0000000000";"0065800000G7xyp";"";"UK";"";"Cold Call";"EUR";"17647,06";"GBP";"";"";"";"";"";"45 Burnt Ash Hill"
"Daniel Mens";"Stationsplein - LELYSTAD";"Syntrus Achmea";"Lelystad";"Proposal";"Q4-2018";"EUR";"8831,55";"20";"445,0000000000";"5-5-2017";"21-11-2018";"445,0000000000";"0065800000Gq4Vt";"";"NL";"";"Increasing Portfolio";"EUR";"8831,55";"EUR";"";"Revenue Share";"";"";"1";"Stationsplein 14"
"Daniel Mens";"Bordeslaan - DEN BOSCH";"Syntrus Achmea";"Den Bosch";"Proposal";"Q4-2018";"EUR";"27620,45";"20";"445,0000000000";"5-5-2017";"21-11-2018";"445,0000000000";"0065800000Gq4hQ";"";"NL";"";"Increasing Portfolio";"EUR";"27620,45";"EUR";"";"Revenue Share";"";"";"1";"Bordeslaan 2-248"
"Daniel Mens";"Bezuidenhoutseweg - DEN HAAG";"Syntrus Achmea";"Den Haag";"Proposal";"Q4-2018";"EUR";"6435,52";"20";"445,0000000000";"5-5-2017";"21-11-2018";"445,0000000000";"0065800000Gq1EB";"";"NL";"";"Increasing Portfolio";"EUR";"6435,52";"EUR";"";"Revenue Share";"";"";"1";"Bezuidenhoutseweg 273"
"Daniel Mens";"Newtonlaan - UTRECHT";"Syntrus Achmea";"Utrecht";"Proposal";"Q4-2018";"EUR";"15970,50";"20";"445,0000000000";"5-5-2017";"21-11-2018";"445,0000000000";"0065800000Gq3Jl";"";"NL";"";"Increasing Portfolio";"EUR";"15970,50";"EUR";"";"Revenue Share";"";"";"1";"Newtonlaan 201-299"
"Daniel Mens";"Leidseveer - UTRECHT";"Syntrus Achmea";"Utrecht";"Proposal";"Q4-2018";"EUR";"232003,05";"20";"445,0000000000";"5-5-2017";"21-11-2018";"445,0000000000";"0065800000Gq4Sb";"";"NL";"";"Increasing Portfolio";"EUR";"232003,05";"EUR";"";"Revenue Share";"";"";"1";"Leidseveer 2-10"
"Daniel Mens";"Nieuwe Passeerdersstraat - AMSTERDAM";"Syntrus Achmea";"Amsterdam";"Proposal";"Q4-2018";"EUR";"82555,20";"20";"445,0000000000";"5-5-2017";"21-11-2018";"445,0000000000";"0065800000Gq44A";"";"NL";"";"Increasing Portfolio";"EUR";"82555,20";"EUR";"";"Revenue Share";"";"";"1";"Nieuwe Passeerdersstraat"
"Daniel Mens";"Amstelveenseweg - AMSTERDAM";"Syntrus Achmea";"Amsterdam";"Proposal";"Q4-2018";"EUR";"20121,74";"20";"445,0000000000";"5-5-2017";"21-11-2018";"445,0000000000";"0065800000Gq12Y";"";"NL";"";"Increasing Portfolio";"EUR";"20121,74";"EUR";"";"Revenue Share";"";"";"1";"Amstelveenseweg 760"
"Daniel Mens";"Landdrostdreef - ALMERE";"Syntrus Achmea";"Almere";"Proposal";"Q4-2018";"EUR";"171375,75";"20";"445,0000000000";"5-5-2017";"21-11-2018";"445,0000000000";"0065800000Gq2Ly";"";"NL";"";"Increasing Portfolio";"EUR";"171375,75";"EUR";"";"Revenue Share";"";"";"1";"Landdrostdreef CS"
"Daniel Mens";"Gatwickstraat - AMSTERDAM";"Syntrus Achmea";"Amsterdam";"Proposal";"Q4-2018";"EUR";"8752,38";"20";"445,0000000000";"5-5-2017";"21-11-2018";"445,0000000000";"0065800000Gq4kM";"";"NL";"";"Increasing Portfolio";"EUR";"8752,38";"EUR";"";"Revenue Share";"";"";"1";"Gatwickstraat 1"
"Daniel Mens";"Weesperplein - AMSTERDAM";"Syntrus Achmea";"Amsterdam";"Proposal";"Q4-2018";"EUR";"70470,40";"20";"445,0000000000";"5-5-2017";"21-11-2018";"445,0000000000";"0065800000Gq2QW";"";"NL";"";"Increasing Portfolio";"EUR";"70470,40";"EUR";"";"Revenue Share";"";"";"1";"Weesperplein 6-8"
"Daniel Mens";"Burgemeester Roelenweg - ZWOLLE";"Syntrus Achmea";"Zwolle";"Proposal";"Q4-2018";"EUR";"61366,03";"20";"445,0000000000";"5-5-2017";"21-11-2018";"445,0000000000";"0065800000Gq4eK";"";"NL";"";"Increasing Portfolio";"EUR";"61366,03";"EUR";"";"Revenue Share";"";"";"1";"Burgemeester Roelenweg 13"
"Daniel Mens";"Bargelaan - LEIDEN";"Syntrus Achmea";"Leiden";"Proposal";"Q4-2018";"EUR";"21615,05";"20";"445,0000000000";"5-5-2017";"21-11-2018";"445,0000000000";"0065800000Gq1eN";"";"NL";"";"Existing Client Referral";"EUR";"21615,05";"EUR";"";"Revenue Share";"";"";"1";"Bargelaan 2-32"
"Daniel Mens";"Haarlemmerweg - AMSTERDAM";"Syntrus Achmea";"Amsterdam";"Proposal";"Q4-2018";"EUR";"21916,44";"20";"445,0000000000";"5-5-2017";"21-11-2018";"445,0000000000";"0065800000Gq3zv";"";"NL";"";"Increasing Portfolio";"EUR";"21916,44";"EUR";"";"Revenue Share";"";"";"1";"Haarlemmerweg 331"
"Adrian Thomas";"Hammersmith Town Hall";"Hammersmith and Fulham Council";"";"Proposal";"Q2-2017";"GBP";"14000,00";"50";"435,0000000000";"15-5-2017";"31-5-2017";"435,0000000000";"0065800000HJ4zd";"";"UK";"";"Cold Call";"EUR";"16470,59";"GBP";"";"";"";"";"";"1 Riverside Gardens, London W6 9LE"
"Adrian Thomas";"Montague Evans - 65 Southwark Street (London, SE1)";"Montagu Evans";"London";"Proposal";"Q4-2017";"GBP";"14601,00";"50";"231,0000000000";"5-12-2017";"22-12-2017";"231,0000000000";"0065800000RLMIl";"";"UK";"Yes";"";"EUR";"17177,65";"GBP";"320,00";"Fixed Fee (Guaranteed Income)";"";"";"4";""
"Adrian Thomas";"Westbrook Partners - Beaver Lane (London)";"Westbrook Partners";"London";"Proposal";"Q4-2017";"GBP";"40000,00";"50";"231,0000000000";"5-12-2017";"22-12-2017";"231,0000000000";"0065800000RLOPP";"";"UK";"Yes";"";"EUR";"47058,82";"GBP";"1330,00";"Fixed Fee (Guaranteed Income)";"";"";"10";""
"Alex Murden";"NCVO";"NCVO";"London";"Proposal";"Q1-2018";"GBP";"24000,00";"50";"231,0000000000";"5-12-2017";"28-2-2018";"231,0000000000";"0065800000RLNtE";"";"UK";"";"";"EUR";"28235,29";"GBP";"500,00";"Fixed Fee (Guaranteed Income)";"";"";"5";""
"Alex Murden";"19 Sloan St";"Cadogan";"London";"Proposal";"Q1-2018";"GBP";"80000,00";"50";"231,0000000000";"5-12-2017";"28-2-2018";"231,0000000000";"0065800000RLNmr";"";"UK";"";"";"EUR";"94117,65";"GBP";"22500,00";"Fixed Fee (Guaranteed Income)";"";"";"89";""
"Adrian Thomas";"Westbrook Partners - The Aircraft Factory (London, W6)";"Westbrook Partners";"London";"Proposal";"Q4-2017";"GBP";"30420,00";"50";"231,0000000000";"5-12-2017";"22-12-2017";"231,0000000000";"0065800000RLOKF";"";"UK";"Yes";"";"EUR";"35788,24";"GBP";"665,00";"Fixed Fee (Guaranteed Income)";"";"";"5";""
"Jordy Cobelens";"Paasheuvelweg 25 (AHTC) - DutchRE - Amsterdam";"DutchRE";"Multiple";"Proposal";"Q3-2018";"EUR";"14876,00";"50";"154,0000000000";"20-2-2018";"31-8-2018";"110,0000000000";"0065800000WwXeI";"";"NL";"";"";"EUR";"14876,00";"EUR";"";"Revenue Share";"";"";"25";""
"Mitch Nijburg";"Louwesweg";"Ceteq";"Amsterdam";"Proposal";"Q4-2018";"EUR";"29000,00";"50";"152,0000000000";"22-2-2018";"31-10-2018";"147,0000000000";"0065800000WxunL";"";"NL";"";"";"EUR";"29000,00";"EUR";"";"Revenue Share";"";"";"25";""
"Mitch Nijburg";"Maagdendries - MAASTRICHT";"Stienstra Investments";"Maastricht";"Proposal";"Q3-2018";"EUR";"";"50";"158,0000000000";"16-2-2018";"31-8-2018";"158,0000000000";"0065800000Vxkb7";"";"NL";"";"";"EUR";"";"EUR";"";"Revenue Share";"";"";"0";""
"Daniel Mens";"WTC Almere (P.J. Oudweg 4) & Majestic";"Chalet Group";"Almere";"Proposal";"Q3-2018";"EUR";"30000,00";"50";"158,0000000000";"16-2-2018";"19-9-2018";"74,0000000000";"0065800000Vxlu7";"";"NL";"";"";"EUR";"30000,00";"EUR";"";"Revenue Share";"";"";"300";""
"Sarah Rijken";"Niasstraat 6 - UTRECHT";"Accres Real Estate BV";"Utrecht";"Proposal";"Q4-2018";"EUR";"55889,00";"50";"147,0000000000";"27-2-2018";"30-11-2018";"119,0000000000";"0065800000X0EO4";"";"NL";"";"";"EUR";"55889,00";"EUR";"";"Revenue Share";"";"";"50";""
"Sarah Rijken";"Maliebaan 89 - UTRECHT";"Ream Management";"Utrecht";"Proposal";"Q4-2018";"EUR";"56875,00";"50";"147,0000000000";"27-2-2018";"30-11-2018";"147,0000000000";"0065800000X0EAW";"";"NL";"";"";"EUR";"56875,00";"EUR";"";"Revenue Share";"";"";"50";""
"Sarah Rijken";"World Fashion Centre";"World Fashion Centre";"Amsterdam";"Proposal";"Q4-2018";"EUR";"198387,00";"50";"41,0000000000";"13-6-2018";"31-10-2018";"41,0000000000";"0065800000doDRx";"";"NL";"";"";"EUR";"198387,00";"EUR";"";"Revenue Share";"";"";"100";""
"Daniel Mens";"Partnership IP Parking";"IP Parking B.V.";"NL";"Proposal";"Q3-2018";"EUR";"100000,00";"50";"29,0000000000";"25-6-2018";"31-8-2018";"29,0000000000";"0065800000ezlAR";"";"NL";"";"";"EUR";"100000,00";"EUR";"";"Revenue Share";"";"";"1";""
"Mandy Marrenga";"269XX - Schapenkamp - Hilversum";"AdHoc Property Management";"Hilversum";"Proposal";"Q3-2018";"EUR";"26498,00";"50";"41,0000000000";"13-6-2018";"30-9-2018";"41,0000000000";"0065800000do8n9";"";"NL";"";"";"EUR";"26498,00";"EUR";"";"Revenue Share";"";"";"25";""
"Mandy Marrenga";"269XX - Markendaalseweg 44 - Breda";"Gapph";"Breda";"Proposal";"Q3-2018";"EUR";"41908,00";"50";"29,0000000000";"25-6-2018";"30-9-2018";"29,0000000000";"0065800000f05KC";"";"NL";"";"";"EUR";"41908,00";"EUR";"";"Revenue Share";"";"";"30";""
"Mitch Nijburg";"Schiphol Boulevard 101 - AMSTERDAM";"Sheraton Amsterdam Airport Hotel";"Schiphol";"Proposal";"Q3-2018";"EUR";"";"50";"26,0000000000";"28-6-2018";"30-9-2018";"26,0000000000";"0065800000f234c";"";"NL";"";"";"EUR";"";"EUR";"";"Revenue Share";"";"";"25";""
"Adrian Thomas";"HS1 - Ebbsfleet International (Ebbsfleet, DA10)";"High Speed 1";"Dartford";"Contract";"Q2-2018";"GBP";"25688,00";"80";"53,0000000000";"1-6-2018";"30-6-2018";"53,0000000000";"0065800000dEuPC";"";"UK";"Yes";"";"EUR";"30221,18";"GBP";"";"Revenue Share";"";"";"30";""
"Adrian Thomas";"HS1 - St Pancras International (London, N1)";"High Speed 1";"London";"Contract";"Q2-2018";"GBP";"43750,00";"80";"53,0000000000";"1-6-2018";"30-6-2018";"53,0000000000";"0065800000dEtAp";"";"UK";"Yes";"";"EUR";"51470,59";"GBP";"";"Revenue Share";"";"";"5";""
"Mitch Nijburg";"Professor E.M. Meijerslaan - AMSTELVEEN";"Van der Valk Investments";"Amstelveen";"Contract";"Q3-2018";"EUR";"9000,00";"80";"43,0000000000";"11-6-2018";"31-7-2018";"26,0000000000";"0065800000dmf56";"";"NL";"";"";"EUR";"9000,00";"EUR";"";"Revenue Share";"";"";"440";""
"Adrian Thomas";"HS1 - Stratford International (London, E20)";"High Speed 1";"London";"Contract";"Q2-2018";"GBP";"15000,00";"80";"53,0000000000";"1-6-2018";"30-6-2018";"53,0000000000";"0065800000dEuWb";"";"UK";"Yes";"";"EUR";"17647,06";"GBP";"1050,00";"Fixed Fee (Guaranteed Income)";"";"";"10";""
"Adrian Thomas";"HS1 - Ashford International (Ashford, TN24)";"High Speed 1";"Ashford";"Contract";"Q2-2018";"GBP";"20813,00";"80";"53,0000000000";"1-6-2018";"30-6-2018";"53,0000000000";"0065800000dEtD0";"";"UK";"Yes";"";"EUR";"24485,88";"GBP";"";"Revenue Share";"";"";"30";""
"Mitch Nijburg";"Marten Meesweg - ROTTERDAM";"Ovvice";"Rotterdam";"Contract";"Q3-2018";"EUR";"0,00";"80";"18,0000000000";"6-7-2018";"30-9-2018";"18,0000000000";"0065800000fVpNY";"";"NL";"";"";"EUR";"0,00";"EUR";"";"Fixed Fee (Guaranteed Income)";"";"";"0";""
"Mitch Nijburg";"Tramsingel - BREDA";"Xior Student Housing";"Breda";"Contract";"Q3-2018";"EUR";"16736,00";"80";"18,0000000000";"6-7-2018";"31-7-2018";"18,0000000000";"0065800000fVno8";"";"NL";"";"";"EUR";"16736,00";"EUR";"";"Revenue Share";"";"";"30";""
"Adrian Thomas";"PureGym - Collingwood Business Centre (London, N19)";"PureGym";"";"Contract";"Q2-2017";"EUR";"57000,00";"80";"431,0000000000";"19-5-2017";"30-6-2017";"399,0000000000";"0065800000HKV6l";"";"UK";"";"Spotting / Bike Tours";"EUR";"57000,00";"EUR";"";"";"";"";"";"Mercers Roadd, London N19 4PJ"
"Adrian Thomas";"VPS - St John's Wood (London, NW8)";"VPS UK Ltd";"";"Contract";"Q2-2017";"EUR";"66000,00";"80";"432,0000000000";"18-5-2017";"30-6-2017";"399,0000000000";"0065800000HK8wW";"";"UK";"";"Increasing Portfolio";"EUR";"66000,00";"EUR";"";"";"";"";"";"60 St John's Wood Road"
"Adrian Thomas";"London - Chancerly Lane (162)";"Regus";"";"Contract";"Q3-2017";"GBP";"";"80";"384,0000000000";"5-7-2017";"14-7-2017";"384,0000000000";"0065800000JJjQH";"";"UK";"";"Cold Call";"EUR";"";"GBP";"";"";"";"";"";"330 High Holborn, London WC1V 7QD"
"Adrian Thomas";"Adrian Testing - Test (London, E1)";"Adrian's Test Account";"";"Contract";"Q3-2017";"GBP";"20000,00";"80";"379,0000000000";"10-7-2017";"31-8-2017";"379,0000000000";"0065800000Jgbml";"";"UK";"";"Inbound Phone";"EUR";"23529,41";"GBP";"";"";"";"";"";"1 Kingsland Road"
"Sarah Rijken";"Plein 40-45";"CBRE Global Investors (NL)";"Amsterdam";"Contract";"Q4-2018";"EUR";"27893,00";"80";"386,0000000000";"3-7-2017";"31-12-2018";"337,0000000000";"0065800000JIxri";"";"NL";"";"Increasing Portfolio";"EUR";"27893,00";"EUR";"";"Revenue Share";"";"";"30";"Willem Kraanstraat"
"Adrian Thomas";"London - St Paul's (1610)";"Regus";"";"Contract";"Q3-2017";"GBP";"";"80";"384,0000000000";"5-7-2017";"14-7-2017";"384,0000000000";"0065800000JJiqi";"";"UK";"";"Cold Call";"EUR";"";"GBP";"";"";"";"";"";"16 St Martin's Le Grand, St Paul’s, London EC1A 4EN"
"Adrian Thomas";"London - City Point (355)";"Regus";"";"Contract";"Q3-2017";"GBP";"";"80";"384,0000000000";"5-7-2017";"14-7-2017";"384,0000000000";"0065800000JJiiM";"";"UK";"";"Cold Call";"EUR";"";"GBP";"";"";"";"";"";"1 Ropemaker St, London EC2Y 9HU"
"Adrian Thomas";"London - Pall Mall (682)";"Regus";"";"Contract";"Q3-2017";"GBP";"";"80";"384,0000000000";"5-7-2017";"14-7-2017";"384,0000000000";"0065800000JJiml";"";"UK";"";"Cold Call";"EUR";"";"GBP";"";"";"";"";"";"100 Pall Mall, St. James's, London SW1Y 5NQ"
"Adrian Thomas";"Richmond - Kew Road";"Regus";"London";"Contract";"Q2-2017";"GBP";"";"80";"384,0000000000";"5-7-2017";"28-6-2017";"168,0000000000";"0065800000JJfUT";"";"UK";"";"Cold Call";"EUR";"";"GBP";"";"Revenue Share";"";"";"0";"5 Kew Rd, Richmond TW9 2PR"
"Adrian Thomas";"Croydon - Landsdowne Rd (166)";"Regus";"";"Contract";"Q3-2017";"GBP";"";"80";"384,0000000000";"5-7-2017";"14-7-2017";"384,0000000000";"0065800000JJjFi";"";"UK";"";"Cold Call";"EUR";"";"GBP";"";"";"";"";"";"The Lansdowne Bldg, 2 Lansdowne Rd, Croydon CR9 2ER"
"Adrian Thomas";"Tobacco Dock - Studio Spaces";"Studio Spaces Ltd";"London";"Contract";"Q3-2017";"GBP";"12400,00";"80";"379,0000000000";"10-7-2017";"10-7-2017";"168,0000000000";"0065800000JgWgQ";"";"UK";"Yes";"Inbound Phone";"EUR";"14588,24";"GBP";"";"Revenue Share";"";"";"5";"Unit 2, 110 Pennington St, St Katharine's & Wapping,"
"Adrian Thomas";"London - Covent Garden Long Acre (197)";"Regus";"";"Contract";"Q3-2017";"EUR";"";"80";"384,0000000000";"5-7-2017";"14-7-2017";"384,0000000000";"0065800000JJi3A";"";"UK";"";"Cold Call";"EUR";"";"EUR";"";"";"";"";"";"90 Long Acre, London WC2E 9RZ"
"Adrian Thomas";"London - Kensington Olympia (103)";"Regus";"";"Contract";"Q3-2017";"GBP";"";"80";"384,0000000000";"5-7-2017";"14-7-2017";"384,0000000000";"0065800000JJjWU";"";"UK";"";"Cold Call";"EUR";"";"GBP";"";"";"";"";"";"Crown House, 72 Hammersmith Rd, London W14 8TH"
"Adrian Thomas";"London - Mayfair Berkeley Street (2338)";"Regus";"";"Contract";"Q3-2017";"GBP";"";"80";"384,0000000000";"5-7-2017";"14-7-2017";"384,0000000000";"0065800000JJjTB";"";"UK";"";"Cold Call";"EUR";"";"GBP";"";"";"";"";"";"Berkeley Square House, Berkeley Square, London W1J 6BD"
"Sarah Rijken";"Rigakade 10 - AMSTERDAM";"Rockstart Spaces B.V.";"Amsterdam";"Contract";"Q4-2018";"EUR";"62500,00";"80";"169,0000000000";"5-2-2018";"31-10-2018";"161,0000000000";"0065800000VtOOZ";"";"NL";"Yes";"";"EUR";"62500,00";"EUR";"";"Revenue Share";"";"";"30";""
"Sarah Rijken";"Jan van Galenstraat 700 - AMSTERDAM";"IC Services B.V.";"Amsterdam";"Contract";"Q3-2018";"EUR";"33471,00";"80";"162,0000000000";"12-2-2018";"31-8-2018";"95,0000000000";"0065800000WLsr8";"";"NL";"No";"";"EUR";"33471,00";"EUR";"";"Revenue Share";"";"";"20";""
"Adrian Thomas";"EMA Textiles - Kiffen Street (London, EC2)";"EMA Textiles";"London";"Contract";"Q3-2017";"GBP";"10240,00";"80";"369,0000000000";"20-7-2017";"31-8-2017";"315,0000000000";"0065800000K5G1T";"";"UK";"Yes";"Spotting / Bike Tours";"EUR";"12047,06";"GBP";"";"";"";"";"4";"62-72 Tabernacle Street"
"Adrian Thomas";"VPS - Wallasey Supermarket (Liverpool, CH45)";"VPS UK Ltd";"Wallasey";"Contract";"Q3-2017";"EUR";"9600,00";"80";"319,0000000000";"8-9-2017";"30-9-2017";"319,0000000000";"0065800000MHFXj";"";"UK";"Yes";"";"EUR";"9600,00";"EUR";"";"";"";"";"20";""
"Adrian Thomas";"VPS - Oldham County Court (Oldham, OL1)";"VPS UK Ltd";"Oldham";"Contract";"Q3-2017";"GBP";"14400,00";"80";"319,0000000000";"8-9-2017";"30-9-2017";"319,0000000000";"0065800000MHFaE";"";"UK";"Yes";"";"EUR";"16941,18";"GBP";"";"";"";"";"20";""
"Jordy Cobelens";"Weesperstraat 105";"Zoku Amsterdam";"Amsterdam";"Contract";"Q3-2018";"EUR";"25000,00";"80";"314,0000000000";"13-9-2017";"30-9-2018";"221,0000000000";"0065800000N3cW0";"";"NL";"";"";"EUR";"25000,00";"EUR";"";"Revenue Share";"";"";"10";""
"Adrian Thomas";"VPS - Lordship Lane (Dulwich, SE22)";"VPS UK Ltd";"London";"Contract";"Q4-2017";"GBP";"8000,00";"80";"270,0000000000";"27-10-2017";"30-11-2017";"270,0000000000";"0065800000OvP7k";"";"UK";"No";"";"EUR";"9411,76";"GBP";"";"";"";"";"20";"Brazennose Street, Manchester M2 5AS"
"Mitch Nijburg";"Scheveningsehaven - DEN HAAG";"Arcade Wonen";"Scheveningen";"Contract";"Q3-2018";"EUR";"90000,00";"80";"267,0000000000";"30-10-2017";"31-7-2018";"83,0000000000";"0065800000OwqxV";"";"NL";"";"";"EUR";"90000,00";"EUR";"";"Revenue Share";"";"";"0";""
"Alex Murden";"JLL - Pegasus House (Mayfair, W1S)";"JLL - Alternatives Team";"London";"Contract";"Q3-2017";"GBP";"120000,00";"80";"351,0000000000";"7-8-2017";"30-9-2017";"337,0000000000";"0065800000KwEF8";"";"UK";"";"Cold Call";"EUR";"141176,47";"GBP";"";"";"";"";"29";"37-43 Sackville Street, Mayfair"
"Alex Murden";"JLL - Chancery House (London, WC2A)";"JLL - Alternatives Team";"London";"Contract";"Q3-2017";"GBP";"22500,00";"80";"351,0000000000";"7-8-2017";"30-9-2017";"337,0000000000";"0065800000KwFIw";"";"UK";"Yes";"Cold Call";"EUR";"26470,59";"GBP";"";"";"";"";"5";"Chancery House, London"
"Alex Murden";"JLL - Fountain House (London City, EC3M)";"JLL - Alternatives Team";"London";"Contract";"Q3-2017";"GBP";"60000,00";"80";"351,0000000000";"7-8-2017";"30-9-2017";"337,0000000000";"0065800000KwEMs";"";"UK";"No";"Cold Call";"EUR";"70588,24";"GBP";"";"";"";"";"14";"130 Fenchurch Street"
"Alex Murden";"JLL - 14 Grays Inn Road (London, WC1)";"JLL - Alternatives Team";"London";"Contract";"Q3-2017";"GBP";"";"80";"351,0000000000";"7-8-2017";"30-9-2017";"337,0000000000";"0065800000KwE2Y";"";"UK";"No";"Cold Call";"EUR";"";"GBP";"";"";"";"";"20";"14 Grays Inn Road"
"Jordy Cobelens";"Westplein 12-14 - Cushman & Wakefield - West Square Real Estate";"Cushman & Wakefield NL";"Roterdam";"Contract";"Q3-2018";"EUR";"82562,00";"80";"285,0000000000";"12-10-2017";"31-8-2018";"70,0000000000";"0065800000O8QlZ";"";"NL";"";"";"EUR";"82562,00";"EUR";"";"Revenue Share";"";"";"40";""
"Mitch Nijburg";"Schimmelt";"Xior Student Housing";"Eindhoven";"Contract";"Q3-2018";"EUR";"26000,00";"80";"279,0000000000";"18-10-2017";"30-9-2018";"239,0000000000";"0065800000OaPa8";"";"NL";"";"";"EUR";"26000,00";"EUR";"";"Revenue Share";"";"";"0";""
"Jordy Cobelens";"Weteringschans 109 - CBRE / Bayer Pension";"CBRE Property Management Netherlands";"Amsterdam";"Contract";"Q3-2018";"EUR";"11802,00";"80";"125,0000000000";"21-3-2018";"31-8-2018";"112,0000000000";"0065800000Y40CM";"";"NL";"";"";"EUR";"11802,00";"EUR";"";"Revenue Share";"";"";"6";""
"Jordy Cobelens";"Pilotlocatie - KNSM-Laan 11 - Amsterdam - De Key";"De Key";"Amsterdam";"Contract";"Q3-2018";"EUR";"9037,00";"80";"105,0000000000";"10-4-2018";"30-9-2018";"71,0000000000";"0065800000ZCQzt";"";"NL";"";"";"EUR";"9037,00";"EUR";"";"Revenue Share";"";"";"3";""
"Jordy Cobelens";"Pilotlocatie - Ir. Jakoba Mulderplein 78 - Amsterdam - De Key";"De Key";"Amsterdam";"Contract";"Q3-2018";"EUR";"8033,00";"80";"99,0000000000";"16-4-2018";"30-9-2018";"71,0000000000";"0065800000ZDOvi";"";"NL";"";"";"EUR";"8033,00";"EUR";"";"Revenue Share";"";"";"2";""
"Jordy Cobelens";"Pilotlocatie - Ir. Jakoba Mulderplein 75 - Amsterdam - De Key";"De Key";"Amsterdam";"Contract";"Q3-2018";"EUR";"8033,00";"80";"99,0000000000";"16-4-2018";"30-9-2018";"71,0000000000";"0065800000ZDOuQ";"";"NL";"";"";"EUR";"8033,00";"EUR";"";"Revenue Share";"";"";"2";""
"Jordy Cobelens";"Parnassia - PWN";"PWN";"Overveen";"Contract";"Q3-2018";"EUR";"52884,00";"80";"90,0000000000";"25-4-2018";"31-7-2018";"70,0000000000";"0065800000arxir";"";"NL";"";"";"EUR";"52884,00";"EUR";"";"Revenue Share";"";"";"100";""
"Sarah Rijken";"OLVG West - Amsterdam";"Stichting OLVG";"Amsterdam";"Contract";"Q3-2018";"EUR";"42645,00";"80";"91,0000000000";"24-4-2018";"31-7-2018";"85,0000000000";"0065800000ZEb5s";"";"NL";"No";"";"EUR";"42645,00";"EUR";"";"Revenue Share";"";"";"100";""
